"DateTime","Date","Hour","X"
2015-11-01 08:00:00,2015-11-01,8,0.0293
2015-11-01 09:00:00,2015-11-01,9,0.0438
2015-11-01 10:00:00,2015-11-01,10,0.0454
2015-11-01 11:00:00,2015-11-01,11,0.0445
2015-11-01 12:00:00,2015-11-01,12,0.047
2015-11-01 13:00:00,2015-11-01,13,0.046
2015-11-01 14:00:00,2015-11-01,14,0.047
2015-11-01 15:00:00,2015-11-01,15,0.0456
2015-11-01 16:00:00,2015-11-01,16,0.0456
2015-11-01 17:00:00,2015-11-01,17,0.0495
2015-11-01 18:00:00,2015-11-01,18,0.0401
2015-11-01 19:00:00,2015-11-01,19,0.036
2015-11-01 20:00:00,2015-11-01,20,0.0291
2015-11-01 21:00:00,2015-11-01,21,0.0242
2015-11-01 22:00:00,2015-11-01,22,0.0174
2015-11-01 23:00:00,2015-11-01,23,0.0114
2015-11-02,2015-11-02,0,0.0065
2015-11-02 01:00:00,2015-11-02,1,0.0049
2015-11-02 02:00:00,2015-11-02,2,0.0056
2015-11-02 03:00:00,2015-11-02,3,0.011
2015-11-02 04:00:00,2015-11-02,4,0.0301
2015-11-02 05:00:00,2015-11-02,5,0.0731
2015-11-02 06:00:00,2015-11-02,6,0.1596
2015-11-02 07:00:00,2015-11-02,7,0.3062
2015-11-02 08:00:00,2015-11-02,8,0.3531
2015-11-02 09:00:00,2015-11-02,9,0.33
2015-11-02 10:00:00,2015-11-02,10,0.1592
2015-11-02 11:00:00,2015-11-02,11,0.0477
2015-11-02 12:00:00,2015-11-02,12,0.0496
2015-11-02 13:00:00,2015-11-02,13,0.0521
2015-11-02 14:00:00,2015-11-02,14,0.0475
2015-11-02 15:00:00,2015-11-02,15,0.0404
2015-11-02 16:00:00,2015-11-02,16,0.0358
2015-11-02 17:00:00,2015-11-02,17,0.0381
2015-11-02 18:00:00,2015-11-02,18,0.0286
2015-11-02 19:00:00,2015-11-02,19,0.0248
2015-11-02 20:00:00,2015-11-02,20,0.0205
2015-11-02 21:00:00,2015-11-02,21,0.0189
2015-11-02 22:00:00,2015-11-02,22,0.0136
2015-11-02 23:00:00,2015-11-02,23,0.0085
2015-11-03,2015-11-03,0,0.0052
2015-11-03 01:00:00,2015-11-03,1,0.0035
2015-11-03 02:00:00,2015-11-03,2,0.0039
2015-11-03 03:00:00,2015-11-03,3,0.0097
2015-11-03 04:00:00,2015-11-03,4,0.0278
2015-11-03 05:00:00,2015-11-03,5,0.0582
2015-11-03 06:00:00,2015-11-03,6,0.1598
2015-11-03 07:00:00,2015-11-03,7,0.3358
2015-11-03 08:00:00,2015-11-03,8,0.3418
2015-11-03 09:00:00,2015-11-03,9,0.1174
2015-11-03 10:00:00,2015-11-03,10,0.0767
2015-11-03 11:00:00,2015-11-03,11,0.0517
2015-11-03 12:00:00,2015-11-03,12,0.0499
2015-11-03 13:00:00,2015-11-03,13,0.0511
2015-11-03 14:00:00,2015-11-03,14,0.0493
2015-11-03 15:00:00,2015-11-03,15,0.0417
2015-11-03 16:00:00,2015-11-03,16,0.0347
2015-11-03 17:00:00,2015-11-03,17,0.0384
2015-11-03 18:00:00,2015-11-03,18,0.0314
2015-11-03 19:00:00,2015-11-03,19,0.0254
2015-11-03 20:00:00,2015-11-03,20,0.022
2015-11-03 21:00:00,2015-11-03,21,0.0194
2015-11-03 22:00:00,2015-11-03,22,0.0145
2015-11-03 23:00:00,2015-11-03,23,0.0093
2015-11-04,2015-11-04,0,0.006
2015-11-04 01:00:00,2015-11-04,1,0.0041
2015-11-04 02:00:00,2015-11-04,2,0.0048
2015-11-04 03:00:00,2015-11-04,3,0.0097
2015-11-04 04:00:00,2015-11-04,4,0.0283
2015-11-04 05:00:00,2015-11-04,5,0.0743
2015-11-04 06:00:00,2015-11-04,6,0.15
2015-11-04 07:00:00,2015-11-04,7,0.3348
2015-11-04 08:00:00,2015-11-04,8,0.3407
2015-11-04 09:00:00,2015-11-04,9,0.2762
2015-11-04 10:00:00,2015-11-04,10,0.0784
2015-11-04 11:00:00,2015-11-04,11,0.0529
2015-11-04 12:00:00,2015-11-04,12,0.0485
2015-11-04 13:00:00,2015-11-04,13,0.0515
2015-11-04 14:00:00,2015-11-04,14,0.0466
2015-11-04 15:00:00,2015-11-04,15,0.0405
2015-11-04 16:00:00,2015-11-04,16,0.0339
2015-11-04 17:00:00,2015-11-04,17,0.0385
2015-11-04 18:00:00,2015-11-04,18,0.032
2015-11-04 19:00:00,2015-11-04,19,0.0267
2015-11-04 20:00:00,2015-11-04,20,0.0219
2015-11-04 21:00:00,2015-11-04,21,0.0202
2015-11-04 22:00:00,2015-11-04,22,0.0148
2015-11-04 23:00:00,2015-11-04,23,0.0096
2015-11-05,2015-11-05,0,0.0059
2015-11-05 01:00:00,2015-11-05,1,0.0042
2015-11-05 02:00:00,2015-11-05,2,0.0054
2015-11-05 03:00:00,2015-11-05,3,0.0105
2015-11-05 04:00:00,2015-11-05,4,0.0288
2015-11-05 05:00:00,2015-11-05,5,0.0728
2015-11-05 06:00:00,2015-11-05,6,0.3205
2015-11-05 07:00:00,2015-11-05,7,0.3963
2015-11-05 08:00:00,2015-11-05,8,0.3471
2015-11-05 09:00:00,2015-11-05,9,0.3126
2015-11-05 10:00:00,2015-11-05,10,0.0964
2015-11-05 11:00:00,2015-11-05,11,0.0516
2015-11-05 12:00:00,2015-11-05,12,0.051
2015-11-05 13:00:00,2015-11-05,13,0.054
2015-11-05 14:00:00,2015-11-05,14,0.052
2015-11-05 15:00:00,2015-11-05,15,0.0397
2015-11-05 16:00:00,2015-11-05,16,0.0376
2015-11-05 17:00:00,2015-11-05,17,0.0391
2015-11-05 18:00:00,2015-11-05,18,0.0341
2015-11-05 19:00:00,2015-11-05,19,0.0267
2015-11-05 20:00:00,2015-11-05,20,0.0224
2015-11-05 21:00:00,2015-11-05,21,0.02
2015-11-05 22:00:00,2015-11-05,22,0.0153
2015-11-05 23:00:00,2015-11-05,23,0.01
2015-11-06,2015-11-06,0,0.007
2015-11-06 01:00:00,2015-11-06,1,0.0047
2015-11-06 02:00:00,2015-11-06,2,0.0062
2015-11-06 03:00:00,2015-11-06,3,0.0105
2015-11-06 04:00:00,2015-11-06,4,0.0283
2015-11-06 05:00:00,2015-11-06,5,0.0725
2015-11-06 06:00:00,2015-11-06,6,0.1293
2015-11-06 07:00:00,2015-11-06,7,0.23
2015-11-06 08:00:00,2015-11-06,8,0.0956
2015-11-06 09:00:00,2015-11-06,9,0.0783
2015-11-06 10:00:00,2015-11-06,10,0.0628
2015-11-06 11:00:00,2015-11-06,11,0.0576
2015-11-06 12:00:00,2015-11-06,12,0.0529
2015-11-06 13:00:00,2015-11-06,13,0.0582
2015-11-06 14:00:00,2015-11-06,14,0.0494
2015-11-06 15:00:00,2015-11-06,15,0.0413
2015-11-06 16:00:00,2015-11-06,16,0.0406
2015-11-06 17:00:00,2015-11-06,17,0.0393
2015-11-06 18:00:00,2015-11-06,18,0.034
2015-11-06 19:00:00,2015-11-06,19,0.0324
2015-11-06 20:00:00,2015-11-06,20,0.027
2015-11-06 21:00:00,2015-11-06,21,0.0246
2015-11-06 22:00:00,2015-11-06,22,0.0216
2015-11-06 23:00:00,2015-11-06,23,0.0137
2015-11-07,2015-11-07,0,0.0102
2015-11-07 01:00:00,2015-11-07,1,0.0064
2015-11-07 02:00:00,2015-11-07,2,0.0053
2015-11-07 03:00:00,2015-11-07,3,0.0068
2015-11-07 04:00:00,2015-11-07,4,0.0117
2015-11-07 05:00:00,2015-11-07,5,0.0254
2015-11-07 06:00:00,2015-11-07,6,0.0333
2015-11-07 07:00:00,2015-11-07,7,0.0441
2015-11-07 08:00:00,2015-11-07,8,0.0521
2015-11-07 09:00:00,2015-11-07,9,0.0526
2015-11-07 10:00:00,2015-11-07,10,0.0486
2015-11-07 11:00:00,2015-11-07,11,0.0509
2015-11-07 12:00:00,2015-11-07,12,0.0532
2015-11-07 13:00:00,2015-11-07,13,0.0553
2015-11-07 14:00:00,2015-11-07,14,0.0519
2015-11-07 15:00:00,2015-11-07,15,0.0521
2015-11-07 16:00:00,2015-11-07,16,0.0515
2015-11-07 17:00:00,2015-11-07,17,0.0565
2015-11-07 18:00:00,2015-11-07,18,0.0498
2015-11-07 19:00:00,2015-11-07,19,0.0359
2015-11-07 20:00:00,2015-11-07,20,0.0292
2015-11-07 21:00:00,2015-11-07,21,0.0294
2015-11-07 22:00:00,2015-11-07,22,0.0254
2015-11-07 23:00:00,2015-11-07,23,0.0153
2015-11-08,2015-11-08,0,0.0092
2015-11-08 01:00:00,2015-11-08,1,0.0065
2015-11-08 02:00:00,2015-11-08,2,0.0054
2015-11-08 03:00:00,2015-11-08,3,0.0045
2015-11-08 04:00:00,2015-11-08,4,0.0073
2015-11-08 05:00:00,2015-11-08,5,0.0147
2015-11-08 06:00:00,2015-11-08,6,0.0182
2015-11-08 07:00:00,2015-11-08,7,0.0234
2015-11-08 08:00:00,2015-11-08,8,0.0338
2015-11-08 09:00:00,2015-11-08,9,0.0475
2015-11-08 10:00:00,2015-11-08,10,0.0496
2015-11-08 11:00:00,2015-11-08,11,0.0497
2015-11-08 12:00:00,2015-11-08,12,0.0568
2015-11-08 13:00:00,2015-11-08,13,0.0515
2015-11-08 14:00:00,2015-11-08,14,0.0462
2015-11-08 15:00:00,2015-11-08,15,0.0404
2015-11-08 16:00:00,2015-11-08,16,0.0453
2015-11-08 17:00:00,2015-11-08,17,0.0499
2015-11-08 18:00:00,2015-11-08,18,0.0347
2015-11-08 19:00:00,2015-11-08,19,0.0346
2015-11-08 20:00:00,2015-11-08,20,0.028
2015-11-08 21:00:00,2015-11-08,21,0.0249
2015-11-08 22:00:00,2015-11-08,22,0.0179
2015-11-08 23:00:00,2015-11-08,23,0.011
2015-11-09,2015-11-09,0,0.0068
2015-11-09 01:00:00,2015-11-09,1,0.0045
2015-11-09 02:00:00,2015-11-09,2,0.0049
2015-11-09 03:00:00,2015-11-09,3,0.0097
2015-11-09 04:00:00,2015-11-09,4,0.0265
2015-11-09 05:00:00,2015-11-09,5,0.0716
2015-11-09 06:00:00,2015-11-09,6,0.1032
2015-11-09 07:00:00,2015-11-09,7,0.1644
2015-11-09 08:00:00,2015-11-09,8,0.0905
2015-11-09 09:00:00,2015-11-09,9,0.1193
2015-11-09 10:00:00,2015-11-09,10,0.0643
2015-11-09 11:00:00,2015-11-09,11,0.0507
2015-11-09 12:00:00,2015-11-09,12,0.0494
2015-11-09 13:00:00,2015-11-09,13,0.0514
2015-11-09 14:00:00,2015-11-09,14,0.0464
2015-11-09 15:00:00,2015-11-09,15,0.0403
2015-11-09 16:00:00,2015-11-09,16,0.0345
2015-11-09 17:00:00,2015-11-09,17,0.0378
2015-11-09 18:00:00,2015-11-09,18,0.0297
2015-11-09 19:00:00,2015-11-09,19,0.0246
2015-11-09 20:00:00,2015-11-09,20,0.0193
2015-11-09 21:00:00,2015-11-09,21,0.0199
2015-11-09 22:00:00,2015-11-09,22,0.0137
2015-11-09 23:00:00,2015-11-09,23,0.0087
2015-11-10,2015-11-10,0,0.0049
2015-11-10 01:00:00,2015-11-10,1,0.0044
2015-11-10 02:00:00,2015-11-10,2,0.0044
2015-11-10 03:00:00,2015-11-10,3,0.0097
2015-11-10 04:00:00,2015-11-10,4,0.0276
2015-11-10 05:00:00,2015-11-10,5,0.0691
2015-11-10 06:00:00,2015-11-10,6,0.0992
2015-11-10 07:00:00,2015-11-10,7,0.285
2015-11-10 08:00:00,2015-11-10,8,0.1531
2015-11-10 09:00:00,2015-11-10,9,0.3702
2015-11-10 10:00:00,2015-11-10,10,0.1321
2015-11-10 11:00:00,2015-11-10,11,0.0504
2015-11-10 12:00:00,2015-11-10,12,0.0499
2015-11-10 13:00:00,2015-11-10,13,0.0547
2015-11-10 14:00:00,2015-11-10,14,0.0485
2015-11-10 15:00:00,2015-11-10,15,0.0407
2015-11-10 16:00:00,2015-11-10,16,0.0361
2015-11-10 17:00:00,2015-11-10,17,0.0379
2015-11-10 18:00:00,2015-11-10,18,0.0315
2015-11-10 19:00:00,2015-11-10,19,0.028
2015-11-10 20:00:00,2015-11-10,20,0.0218
2015-11-10 21:00:00,2015-11-10,21,0.0209
2015-11-10 22:00:00,2015-11-10,22,0.015
2015-11-10 23:00:00,2015-11-10,23,0.0099
2015-11-11,2015-11-11,0,0.0053
2015-11-11 01:00:00,2015-11-11,1,0.0049
2015-11-11 02:00:00,2015-11-11,2,0.0047
2015-11-11 03:00:00,2015-11-11,3,0.0092
2015-11-11 04:00:00,2015-11-11,4,0.0261
2015-11-11 05:00:00,2015-11-11,5,0.0686
2015-11-11 06:00:00,2015-11-11,6,0.177
2015-11-11 07:00:00,2015-11-11,7,0.3134
2015-11-11 08:00:00,2015-11-11,8,0.0785
2015-11-11 09:00:00,2015-11-11,9,0.0693
2015-11-11 10:00:00,2015-11-11,10,0.0664
2015-11-11 11:00:00,2015-11-11,11,0.0573
2015-11-11 12:00:00,2015-11-11,12,0.0523
2015-11-11 13:00:00,2015-11-11,13,0.0562
2015-11-11 14:00:00,2015-11-11,14,0.0484
2015-11-11 15:00:00,2015-11-11,15,0.0396
2015-11-11 16:00:00,2015-11-11,16,0.036
2015-11-11 17:00:00,2015-11-11,17,0.0386
2015-11-11 18:00:00,2015-11-11,18,0.03
2015-11-11 19:00:00,2015-11-11,19,0.0252
2015-11-11 20:00:00,2015-11-11,20,0.0227
2015-11-11 21:00:00,2015-11-11,21,0.0219
2015-11-11 22:00:00,2015-11-11,22,0.0172
2015-11-11 23:00:00,2015-11-11,23,0.0108
2015-11-12,2015-11-12,0,0.0066
2015-11-12 01:00:00,2015-11-12,1,0.0053
2015-11-12 02:00:00,2015-11-12,2,0.0055
2015-11-12 03:00:00,2015-11-12,3,0.0109
2015-11-12 04:00:00,2015-11-12,4,0.0279
2015-11-12 05:00:00,2015-11-12,5,0.074
2015-11-12 06:00:00,2015-11-12,6,0.1434
2015-11-12 07:00:00,2015-11-12,7,0.2963
2015-11-12 08:00:00,2015-11-12,8,0.3442
2015-11-12 09:00:00,2015-11-12,9,0.2848
2015-11-12 10:00:00,2015-11-12,10,0.0737
2015-11-12 11:00:00,2015-11-12,11,0.0542
2015-11-12 12:00:00,2015-11-12,12,0.0526
2015-11-12 13:00:00,2015-11-12,13,0.0548
2015-11-12 14:00:00,2015-11-12,14,0.0513
2015-11-12 15:00:00,2015-11-12,15,0.0396
2015-11-12 16:00:00,2015-11-12,16,0.0352
2015-11-12 17:00:00,2015-11-12,17,0.0383
2015-11-12 18:00:00,2015-11-12,18,0.0328
2015-11-12 19:00:00,2015-11-12,19,0.0257
2015-11-12 20:00:00,2015-11-12,20,0.0234
2015-11-12 21:00:00,2015-11-12,21,0.0225
2015-11-12 22:00:00,2015-11-12,22,0.0161
2015-11-12 23:00:00,2015-11-12,23,0.0106
2015-11-13,2015-11-13,0,0.0066
2015-11-13 01:00:00,2015-11-13,1,0.0052
2015-11-13 02:00:00,2015-11-13,2,0.0056
2015-11-13 03:00:00,2015-11-13,3,0.0105
2015-11-13 04:00:00,2015-11-13,4,0.0269
2015-11-13 05:00:00,2015-11-13,5,0.0719
2015-11-13 06:00:00,2015-11-13,6,0.094
2015-11-13 07:00:00,2015-11-13,7,0.1865
2015-11-13 08:00:00,2015-11-13,8,0.0864
2015-11-13 09:00:00,2015-11-13,9,0.0818
2015-11-13 10:00:00,2015-11-13,10,0.0616
2015-11-13 11:00:00,2015-11-13,11,0.0589
2015-11-13 12:00:00,2015-11-13,12,0.0553
2015-11-13 13:00:00,2015-11-13,13,0.0606
2015-11-13 14:00:00,2015-11-13,14,0.0501
2015-11-13 15:00:00,2015-11-13,15,0.0432
2015-11-13 16:00:00,2015-11-13,16,0.0377
2015-11-13 17:00:00,2015-11-13,17,0.0391
2015-11-13 18:00:00,2015-11-13,18,0.034
2015-11-13 19:00:00,2015-11-13,19,0.0318
2015-11-13 20:00:00,2015-11-13,20,0.0268
2015-11-13 21:00:00,2015-11-13,21,0.0258
2015-11-13 22:00:00,2015-11-13,22,0.0208
2015-11-13 23:00:00,2015-11-13,23,0.0147
2015-11-14,2015-11-14,0,0.0085
2015-11-14 01:00:00,2015-11-14,1,0.0057
2015-11-14 02:00:00,2015-11-14,2,0.0054
2015-11-14 03:00:00,2015-11-14,3,0.007
2015-11-14 04:00:00,2015-11-14,4,0.0128
2015-11-14 05:00:00,2015-11-14,5,0.027
2015-11-14 06:00:00,2015-11-14,6,0.0323
2015-11-14 07:00:00,2015-11-14,7,0.0418
2015-11-14 08:00:00,2015-11-14,8,0.0505
2015-11-14 09:00:00,2015-11-14,9,0.0524
2015-11-14 10:00:00,2015-11-14,10,0.0506
2015-11-14 11:00:00,2015-11-14,11,0.0528
2015-11-14 12:00:00,2015-11-14,12,0.0574
2015-11-14 13:00:00,2015-11-14,13,0.0577
2015-11-14 14:00:00,2015-11-14,14,0.0554
2015-11-14 15:00:00,2015-11-14,15,0.0545
2015-11-14 16:00:00,2015-11-14,16,0.0593
2015-11-14 17:00:00,2015-11-14,17,0.0605
2015-11-14 18:00:00,2015-11-14,18,0.0519
2015-11-14 19:00:00,2015-11-14,19,0.0374
2015-11-14 20:00:00,2015-11-14,20,0.0281
2015-11-14 21:00:00,2015-11-14,21,0.0268
2015-11-14 22:00:00,2015-11-14,22,0.0253
2015-11-14 23:00:00,2015-11-14,23,0.0161
2015-11-15,2015-11-15,0,0.0113
2015-11-15 01:00:00,2015-11-15,1,0.007
2015-11-15 02:00:00,2015-11-15,2,0.0054
2015-11-15 03:00:00,2015-11-15,3,0.0047
2015-11-15 04:00:00,2015-11-15,4,0.0073
2015-11-15 05:00:00,2015-11-15,5,0.0143
2015-11-15 06:00:00,2015-11-15,6,0.0167
2015-11-15 07:00:00,2015-11-15,7,0.0213
2015-11-15 08:00:00,2015-11-15,8,0.0287
2015-11-15 09:00:00,2015-11-15,9,0.0411
2015-11-15 10:00:00,2015-11-15,10,0.0438
2015-11-15 11:00:00,2015-11-15,11,0.0462
2015-11-15 12:00:00,2015-11-15,12,0.0483
2015-11-15 13:00:00,2015-11-15,13,0.0492
2015-11-15 14:00:00,2015-11-15,14,0.0491
2015-11-15 15:00:00,2015-11-15,15,0.0468
2015-11-15 16:00:00,2015-11-15,16,0.0498
2015-11-15 17:00:00,2015-11-15,17,0.0467
2015-11-15 18:00:00,2015-11-15,18,0.0403
2015-11-15 19:00:00,2015-11-15,19,0.0337
2015-11-15 20:00:00,2015-11-15,20,0.0264
2015-11-15 21:00:00,2015-11-15,21,0.0235
2015-11-15 22:00:00,2015-11-15,22,0.0182
2015-11-15 23:00:00,2015-11-15,23,0.0116
2015-11-16,2015-11-16,0,0.0069
2015-11-16 01:00:00,2015-11-16,1,0.005
2015-11-16 02:00:00,2015-11-16,2,0.0052
2015-11-16 03:00:00,2015-11-16,3,0.0094
2015-11-16 04:00:00,2015-11-16,4,0.0277
2015-11-16 05:00:00,2015-11-16,5,0.0728
2015-11-16 06:00:00,2015-11-16,6,0.136
2015-11-16 07:00:00,2015-11-16,7,0.2808
2015-11-16 08:00:00,2015-11-16,8,0.1493
2015-11-16 09:00:00,2015-11-16,9,0.1259
2015-11-16 10:00:00,2015-11-16,10,0.0626
2015-11-16 11:00:00,2015-11-16,11,0.0509
2015-11-16 12:00:00,2015-11-16,12,0.0556
2015-11-16 13:00:00,2015-11-16,13,0.0511
2015-11-16 14:00:00,2015-11-16,14,0.0479
2015-11-16 15:00:00,2015-11-16,15,0.0404
2015-11-16 16:00:00,2015-11-16,16,0.0362
2015-11-16 17:00:00,2015-11-16,17,0.0403
2015-11-16 18:00:00,2015-11-16,18,0.0313
2015-11-16 19:00:00,2015-11-16,19,0.0249
2015-11-16 20:00:00,2015-11-16,20,0.0206
2015-11-16 21:00:00,2015-11-16,21,0.0194
2015-11-16 22:00:00,2015-11-16,22,0.0137
2015-11-16 23:00:00,2015-11-16,23,0.0088
2015-11-17,2015-11-17,0,0.0054
2015-11-17 01:00:00,2015-11-17,1,0.0042
2015-11-17 02:00:00,2015-11-17,2,0.0044
2015-11-17 03:00:00,2015-11-17,3,0.0101
2015-11-17 04:00:00,2015-11-17,4,0.0278
2015-11-17 05:00:00,2015-11-17,5,0.0726
2015-11-17 06:00:00,2015-11-17,6,0.0833
2015-11-17 07:00:00,2015-11-17,7,0.2103
2015-11-17 08:00:00,2015-11-17,8,0.2812
2015-11-17 09:00:00,2015-11-17,9,0.2472
2015-11-17 10:00:00,2015-11-17,10,0.0663
2015-11-17 11:00:00,2015-11-17,11,0.0531
2015-11-17 12:00:00,2015-11-17,12,0.0504
2015-11-17 13:00:00,2015-11-17,13,0.0534
2015-11-17 14:00:00,2015-11-17,14,0.0462
2015-11-17 15:00:00,2015-11-17,15,0.0389
2015-11-17 16:00:00,2015-11-17,16,0.0363
2015-11-17 17:00:00,2015-11-17,17,0.0372
2015-11-17 18:00:00,2015-11-17,18,0.0328
2015-11-17 19:00:00,2015-11-17,19,0.0259
2015-11-17 20:00:00,2015-11-17,20,0.0203
2015-11-17 21:00:00,2015-11-17,21,0.0207
2015-11-17 22:00:00,2015-11-17,22,0.0152
2015-11-17 23:00:00,2015-11-17,23,0.009
2015-11-18,2015-11-18,0,0.0058
2015-11-18 01:00:00,2015-11-18,1,0.004
2015-11-18 02:00:00,2015-11-18,2,0.0052
2015-11-18 03:00:00,2015-11-18,3,0.0104
2015-11-18 04:00:00,2015-11-18,4,0.0261
2015-11-18 05:00:00,2015-11-18,5,0.0733
2015-11-18 06:00:00,2015-11-18,6,0.096
2015-11-18 07:00:00,2015-11-18,7,0.2018
2015-11-18 08:00:00,2015-11-18,8,0.0807
2015-11-18 09:00:00,2015-11-18,9,0.2948
2015-11-18 10:00:00,2015-11-18,10,0.072
2015-11-18 11:00:00,2015-11-18,11,0.0557
2015-11-18 12:00:00,2015-11-18,12,0.0513
2015-11-18 13:00:00,2015-11-18,13,0.0557
2015-11-18 14:00:00,2015-11-18,14,0.0492
2015-11-18 15:00:00,2015-11-18,15,0.0388
2015-11-18 16:00:00,2015-11-18,16,0.0359
2015-11-18 17:00:00,2015-11-18,17,0.0398
2015-11-18 18:00:00,2015-11-18,18,0.0326
2015-11-18 19:00:00,2015-11-18,19,0.0253
2015-11-18 20:00:00,2015-11-18,20,0.0229
2015-11-18 21:00:00,2015-11-18,21,0.0217
2015-11-18 22:00:00,2015-11-18,22,0.0151
2015-11-18 23:00:00,2015-11-18,23,0.0091
2015-11-19,2015-11-19,0,0.0062
2015-11-19 01:00:00,2015-11-19,1,0.007
2015-11-19 02:00:00,2015-11-19,2,0.0053
2015-11-19 03:00:00,2015-11-19,3,0.0105
2015-11-19 04:00:00,2015-11-19,4,0.0277
2015-11-19 05:00:00,2015-11-19,5,0.0701
2015-11-19 06:00:00,2015-11-19,6,0.0966
2015-11-19 07:00:00,2015-11-19,7,0.1495
2015-11-19 08:00:00,2015-11-19,8,0.2736
2015-11-19 09:00:00,2015-11-19,9,0.2174
2015-11-19 10:00:00,2015-11-19,10,0.0729
2015-11-19 11:00:00,2015-11-19,11,0.0541
2015-11-19 12:00:00,2015-11-19,12,0.0352
2015-11-19 13:00:00,2015-11-19,13,0.056
2015-11-19 14:00:00,2015-11-19,14,0.0523
2015-11-19 15:00:00,2015-11-19,15,0.0431
2015-11-19 16:00:00,2015-11-19,16,0.0399
2015-11-19 17:00:00,2015-11-19,17,0.0386
2015-11-19 18:00:00,2015-11-19,18,0.0312
2015-11-19 19:00:00,2015-11-19,19,0.0279
2015-11-19 20:00:00,2015-11-19,20,0.0242
2015-11-19 21:00:00,2015-11-19,21,0.023
2015-11-19 22:00:00,2015-11-19,22,0.0175
2015-11-19 23:00:00,2015-11-19,23,0.0112
2015-11-20,2015-11-20,0,0.0065
2015-11-20 01:00:00,2015-11-20,1,0.0052
2015-11-20 02:00:00,2015-11-20,2,0.0061
2015-11-20 03:00:00,2015-11-20,3,0.0105
2015-11-20 04:00:00,2015-11-20,4,0.0276
2015-11-20 05:00:00,2015-11-20,5,0.071
2015-11-20 06:00:00,2015-11-20,6,0.0944
2015-11-20 07:00:00,2015-11-20,7,0.0937
2015-11-20 08:00:00,2015-11-20,8,0.2396
2015-11-20 09:00:00,2015-11-20,9,0.1239
2015-11-20 10:00:00,2015-11-20,10,0.0657
2015-11-20 11:00:00,2015-11-20,11,0.0538
2015-11-20 12:00:00,2015-11-20,12,0.0541
2015-11-20 13:00:00,2015-11-20,13,0.0588
2015-11-20 14:00:00,2015-11-20,14,0.0503
2015-11-20 15:00:00,2015-11-20,15,0.042
2015-11-20 16:00:00,2015-11-20,16,0.039
2015-11-20 17:00:00,2015-11-20,17,0.0389
2015-11-20 18:00:00,2015-11-20,18,0.0382
2015-11-20 19:00:00,2015-11-20,19,0.0325
2015-11-20 20:00:00,2015-11-20,20,0.027
2015-11-20 21:00:00,2015-11-20,21,0.0264
2015-11-20 22:00:00,2015-11-20,22,0.0221
2015-11-20 23:00:00,2015-11-20,23,0.0157
2015-11-21,2015-11-21,0,0.0092
2015-11-21 01:00:00,2015-11-21,1,0.0068
2015-11-21 02:00:00,2015-11-21,2,0.0055
2015-11-21 03:00:00,2015-11-21,3,0.0071
2015-11-21 04:00:00,2015-11-21,4,0.0125
2015-11-21 05:00:00,2015-11-21,5,0.0271
2015-11-21 06:00:00,2015-11-21,6,0.0343
2015-11-21 07:00:00,2015-11-21,7,0.0433
2015-11-21 08:00:00,2015-11-21,8,0.0528
2015-11-21 09:00:00,2015-11-21,9,0.0521
2015-11-21 10:00:00,2015-11-21,10,0.0529
2015-11-21 11:00:00,2015-11-21,11,0.0532
2015-11-21 12:00:00,2015-11-21,12,0.0513
2015-11-21 13:00:00,2015-11-21,13,0.0559
2015-11-21 14:00:00,2015-11-21,14,0.0509
2015-11-21 15:00:00,2015-11-21,15,0.0519
2015-11-21 16:00:00,2015-11-21,16,0.0543
2015-11-21 17:00:00,2015-11-21,17,0.0568
2015-11-21 18:00:00,2015-11-21,18,0.048
2015-11-21 19:00:00,2015-11-21,19,0.0352
2015-11-21 20:00:00,2015-11-21,20,0.0278
2015-11-21 21:00:00,2015-11-21,21,0.0264
2015-11-21 22:00:00,2015-11-21,22,0.0286
2015-11-21 23:00:00,2015-11-21,23,0.0172
2015-11-22,2015-11-22,0,0.0108
2015-11-22 01:00:00,2015-11-22,1,0.0066
2015-11-22 02:00:00,2015-11-22,2,0.005
2015-11-22 03:00:00,2015-11-22,3,0.0046
2015-11-22 04:00:00,2015-11-22,4,0.0074
2015-11-22 05:00:00,2015-11-22,5,0.0141
2015-11-22 06:00:00,2015-11-22,6,0.0164
2015-11-22 07:00:00,2015-11-22,7,0.021
2015-11-22 08:00:00,2015-11-22,8,0.0295
2015-11-22 09:00:00,2015-11-22,9,0.0427
2015-11-22 10:00:00,2015-11-22,10,0.0433
2015-11-22 11:00:00,2015-11-22,11,0.0452
2015-11-22 12:00:00,2015-11-22,12,0.0462
2015-11-22 13:00:00,2015-11-22,13,0.049
2015-11-22 14:00:00,2015-11-22,14,0.0458
2015-11-22 15:00:00,2015-11-22,15,0.0438
2015-11-22 16:00:00,2015-11-22,16,0.0474
2015-11-22 17:00:00,2015-11-22,17,0.0477
2015-11-22 18:00:00,2015-11-22,18,0.0359
2015-11-22 19:00:00,2015-11-22,19,0.0335
2015-11-22 20:00:00,2015-11-22,20,0.028
2015-11-22 21:00:00,2015-11-22,21,0.0256
2015-11-22 22:00:00,2015-11-22,22,0.0181
2015-11-22 23:00:00,2015-11-22,23,0.0116
2015-11-23,2015-11-23,0,0.007
2015-11-23 01:00:00,2015-11-23,1,0.0054
2015-11-23 02:00:00,2015-11-23,2,0.0057
2015-11-23 03:00:00,2015-11-23,3,0.01
